Name	Set	ImageFile	Rarity	Info	Type	Affil	Class	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Span	Icons	Staff	Species	Persona	Command	Reports	Text
Escape Gulag 2E	To_Boldly_Go	ST2E-EN08056	U	08-056 U	MISSION	Planet,Any affiliation (except [KLINGON]) may attempt this mission					30		2	(AQ)						Any Intelligence, Navigation, Cunning>28 and Transporter Skill aboard your ship at this mission " You may attempt and complete this mission using your [Kli] personnel with these requirements: Geology, Officer, Security, and Strenth>28.
Etana Jol, Ktarian Operative 2E	Second_Edition	ST2E-EN01326	U	01-326 U	PERSONNEL	NON-ALIGNED		3	6	4					(CMD)	Ktarian	Etana Jol			* 2 Exobiology * Medical * Computer Skill * Science * Treachery " Order - If this personnel is aboard your ship, discard a personnel or ship from hand that matches her ship's affiliation to draw a card. You may do this only once each turn.
Evade Dominion Squadron 2E	Call_to_Arms	ST2E-EN03089	U	03-089 U	MISSION	Space,[BAJORAN][FEDERATION]					35		3	(AQ)						Astrophysics OR Stellar Cartography, Geology, 2 Navigation, and Cunning>34 " You may attempt and complete this mission using your [Dom] personnel with these requirements: Astrophysics OR Stellar Cartography, Leadership, 2 Navigation, and Cunning>34.
Evek, Attache to the Demilitarized Zone 2E	Second_Edition	ST2E-EN01239	R	01-239 R	PERSONNEL	CARDASSIAN		4	5	6					(CMD)	Cardassian	Evek	Vetar	Central Command	* Anthropology * Diplomacy * Law * Leadership * Officer * Security Gul. When you play this personnel, you may discard a card from hand to download a Capture card.
Evek, Harsh Interrogator 2E	Energize	ST2E-EN02115	R	02-115 R	PERSONNEL	CARDASSIAN		4	5	6					(CMD)	Cardassian	Evek	Vetar	Central Command	* Diplomacy * Leadership * Officer * Security Gul. While you have a captive, this personnel gains Biology and Law.
Explicit Orders 2E	Fractured_Time	ST2E-EN05019	P	05-019 P	INTERRUPT															When your [Dom] personnel is attempting a mission, discard a [Dom] personnel of a different species from hand to make him or her gain the discarded personnel's skills until the end of that mission attempt.
Explosive Decompression 2E	Second_Edition	ST2E-EN01026	R	01-026 R	DILEMMA	Space														Randomly select a personnel to be killed. If you still have nine personnel remaining, randomly select a second personnel to be killed. If you still have ten personnel remaining, randomly select a third personnel to be killed.
Exposed Power Relay 2E	Energize	ST2E-EN02008	U	02-008 U	DILEMMA	Space/Planet														Randomly select a personnel to be stopped. If you still have nine personnel remaining, that personnel is killed instead, then randomly select a second personnel to be killed. If you still have ten personnel remaining, your opponent chooses a third personnel to be killed.
Eye to Eye 2E	Reflections_2	ST2E-EN06003	P	06-003 P	DILEMMA	Space/Planet														Your opponent names a number. Randomly select two personnel. " Each of those personnel that has an attribute matching that number is stopped.
Face to Face 2E	Energize	ST2E-EN02009	R	02-009 R	DILEMMA	Space														Your opponent names a skill. Randomly select two personnel. Each of those personnel that has that skill is killed.
Failure To Communicate 2E	Call_to_Arms	ST2E-EN03010	S	03-010 S	DILEMMA	Planet														Unless you have a personnel who has 2 Anthropology or a personnel who has 2 Security, your opponent chooses an Anthropology or Security personnel to be stopped. If your opponent cannot, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Ferocity [En] 2E	Energize	ST2E-EN02042	U	02-042 U	EVENT															Assault. Maneuver. Plays in your core (on table). When you win personnel battle or an ship battle involving your [Kli] personnel, you may destroy this event to randomly kill an opponent's personnel involved.
Fitting In 2E	Fractured_Time	ST2E-EN05020	P	05-020 P	INTERRUPT															When your personnel is facing a dilemma, choose one for him or her to gain until the end of that dilemma: an attribute from a [Fut] personnel present; or a skill from a [Pa] personnel present.
Flim-Flam Artist 2E	Energize	ST2E-EN02010	U	02-010 U	DILEMMA	Planet														Unless you have Diplomacy and 2 Computer Skill or Law and Cunning>32, all your personnel are stopped, your opponent may draw a card, and this dilemma is returned to its owner's dilemma pile.
For the Sisko 2E	Energize	ST2E-EN02044	U	02-044 U	EVENT															Prophet. Plays in your core (on table). " Order - If you command (have in play) three [Baj] personnel, discard a non-personnel card from hand to place two [Baj] personnel from your discard pile on top of your deck in any order.
Forcing Their Hand 2E	Necessary_Evil	ST2E-EN04053	U	04-053 U	EVENT															To play this event, you must command (have in play) three [Rom] personnel. Plays in your core (on table). An opponent may play a card he or she owns that is on this event as if that card were in his or her hand. At the start of each of your turns, place each card here in its owner's discard pile. " Order - Place a random card from an opponent's hand on this event. You may do this only once each turn.
Forever Linked 2E	Necessary_Evil	ST2E-EN04054	U	04-054 U	EVENT															Plays in your core (on table). When your personnel is killed, you may place him or her on this event. (You no longer command (have in play) him or her.) When your [Fed] personnel is facing a dilemma, you may place a personnel from this event in his or her owner's discard pile to make that [Fed] personnel gain a skill from that discarded personnel until the end of this turn.
Forsaken 2E	Call_to_Arms	ST2E-EN03011	R	03-011 R	DILEMMA	Space/Planet														Unless you have 2 Honor or 2 Treachery, all your personnel are stopped. Each Honor or Treachery personnel that uses his or her skills while facing this dilemma is placed on the bottom of his or her owner's deck.
Fortune, Raider for Hire 2E	Promo_Cards	ST2E-EN00022	P	P00-022 P	SHIP	NON-ALIGNED	Virayllan	8	7	7					(STF)(STF)(STF)					While your Treachery personnel is a board this ship, he or she is attributes +1 for each Artifact card you command (have in play) (limit +3). Tractor Beam
Founder Leader, Beguiling Teacher 2E	Call_to_Arms	ST2E-EN03153	U	03-153 U	PERSONNEL	DOMINION		3	7	5				[TN]		Changeling	Founder Leader			* Anthropology * Exobiology * 2 Leadership * Science * Treachery Founder. Shape-shifter. When you play this personnel, each of your other [TN] personnel is Cunning +1 until the end of this turn.
Friction 2E	Reflections_2	ST2E-EN06020	P	06-020 P	EVENT															To play this event, you must command (have in play) three [Dom] personnel. Plays in your core (on table). When a player plays a non-Jem'Hadar personnel, that personnel is stopped.
Furel, Resistance Fighter 2E	Second_Edition	ST2E-EN01212	U	01-212 U	PERSONNEL	BAJORAN		6	6	5					(STF)	Bajoran	Furel			* Astrophysics OR Stellar Cartography * Biology * Engineer * Geology Bajoran Resistance. When you play this personnel, you may download Resistance Tactics.
Geordi La Forge, Conn Officer 2E	Necessary_Evil	ST2E-EN04137	U	04-137 U	PERSONNEL	FEDERATION		6	6	5				[TNG]	(STF)	Human	Geordi La Forge			* Astrophysics OR Stellar Cartography * Navigation * Officer While this personnel is on a planet, he loses Astrophysics OR Stellar Cartography, Navigation, and Officer and gains Engineer, Physics, and Computer Skill.
Getting Under Your Skin 2E	Necessary_Evil	ST2E-EN04055	U	04-055 U	EVENT															To play this event, you must command (have in play) three [Rom] personnel. Plays in your core (on table). When you play an event in your core (on table), you may reveal the top card of an opponent's deck. If it is a personnel, score 5 points. You may do this only once each turn.
Gideon Seyetik, Great Terraformer 2E	Second_Edition	ST2E-EN01264	U	01-264 U	PERSONNEL	FEDERATION		5	7	4				[E]	(STF)	Human	Gideon Seyetik			* Astrophysics OR Stellar Cartography * 2 Physics * Science When you complete a mission requiring Science, if this personnel is at that mission, you may discard up to four cards from hand to draw an equal number of cards.
Gilora Rejal, Subspace Researcher 2E	Second_Edition	ST2E-EN01240	U	01-240 U	PERSONNEL	CARDASSIAN		6	6	4					(STF)	Cardassian	Gilora Rejal			* Astrophysics OR Stellar Cartography * Engineer * Computer Skill * Science While this personnel is facing a dilemma, she gains Physics and Science.
Gomtuu Shock Wave 2E	Call_to_Arms	ST2E-EN03012	R	03-012 R	DILEMMA	Space														Unless you have 2 Diplomacy and Integrity>32 or Empathy and Integrity>35, all your personnel are stopped and this dilemma is placed on your ship. Damage - This ship is attributes -2.
Goss, Direct Negotiator 2E	Strange_New_Worlds	ST2E-EN07075	C	07-075 C	PERSONNEL	FERENGI		3	5	5					(CMD)	Ferengi	Goss			* Acquisition * Medical * Officer * Treachery " While you have six or more cards in hand, this personnel gains Diplomacy, Transporter Skill, and Treachery.
Gowron, Sole Leader of the Empire 2E	Promo_Cards	ST2E-EN00012	P	P00-012 P	PERSONNEL	KLINGON		6	5	8					(CMD)	Klingon	Gowron	I		* Honor * Law * 2 Leadership * Security " Commander: I.K.S. Bortas. When your Honor Klingon present is about to be Stopped or killeds] by a dilemma, you may discard a Treachery Klingon from hand to prevent that. You may do this only once each turn.
Grathon Tolar, Hologram Forger 2E	Second_Edition	ST2E-EN01328	U	01-328 U	PERSONNEL	NON-ALIGNED		2	7	3						Alien	Grathon Tolar			* Engineer * Exobiology * 2 Computer Skill * 2 Treachery
Graviton Ellipse 2E	Second_Edition	ST2E-EN01028	R	01-028 R	DILEMMA	Space														Unless you have Astrophysics OR Stellar Cartography, Engineer, and Physics or Shields + unused RANGE this turn>13, all your personnel are stopped and this dilemma is placed on your ship. " Damage - This ship is attributes -2.
Graviton Wave 2E	Call_to_Arms	ST2E-EN03013	C	03-013 C	DILEMMA	Space														Unless you have Astrophysics OR Stellar Cartography, Physics, and Cunning>32 or Biology and 2 Medical, randomly select a Science personnel to be killed.
Grimp, Pessimist 2E	To_Boldly_Go	ST2E-EN08078	U	08-078 U	PERSONNEL	FERENGI		5	5	5						Ferengi	Grimp			* Acquisiton * Computer Skill * Transporter Skill " Waiter. " Order - Discard four Rules from your hand to score 5 points.
Guess Who's Coming to Dinner? 2E	Necessary_Evil	ST2E-EN04015	C	04-015 C	DILEMMA	Space/Planet														Choose a personnel who has Diplomacy or Integrity>6 to be stopped. If you cannot, randomly select a personnel to be killed.
Guingouin 2E	Energize	ST2E-EN02171	U	02-171 U	SHIP	FEDERATION	Condor	6	6	6				[Maq]	(CMD)					When you win an ship battle you began involving this ship, if each ship you command (have in play) is a [Maq] ship, score 10 points. Tractor Beam
Gunboat Diplomacy 2E	Necessary_Evil	ST2E-EN04056	C	04-056 C	EVENT															Plays in your core (on table). When you play a Vorta, you may choose an opponent to choose one: you may download a Jem'Hadar; or each player scores 5 points.
Haakona 2E	Second_Edition	ST2E-EN01411	R	01-411 R	SHIP	ROMULAN	D'deridex	7	9	9					(CMD)(STF)(STF)(STF)					Cloaking Device. " When you play this ship, you may download Engage Cloak or a Pursuit card. Tractor Beam
Hannah Bates, Biosphere Expert 2E	Necessary_Evil	ST2E-EN04160	C	04-160 C	PERSONNEL	NON-ALIGNED		4	7	5						Human	Hannah Bates			* Engineer * Physics * Computer Skill * Science Genetically Enhanced.
Hard Time 2E	Reflections_2	ST2E-EN06006	P	06-006 P	DILEMMA	Space/Planet														Place this dilemma in your core (on table). Randomly select a personnel and place him or her on this dilemma. At the start of your next turn, remove this dilemma from the game and return the personnel on it to his or her owner's hand.
Head to Head 2E	Energize	ST2E-EN02011	R	02-011 R	DILEMMA	Planet														Your opponent names a skill. Randomly select two personnel. Each of those personnel that has that skill is killed.
Heart of Glory 2E	Energize	ST2E-EN02045	C	02-045 C	EVENT															Assault. Maneuver. Plays in your core (on table). " Order - Destroy this event to begin personnel battle or an ship battle involving your [Kli] personnel. If you win, randomly kill two opponent's personnel involved.
Helpless 2E	Reflections_2	ST2E-EN06007	P	06-007 P	DILEMMA	Planet														Randomly select a personnel. Unless he or she has at least one skill listed in this mission requirements, stop that personnel, then randomly select another personnel to be stopped.
Hired Muscle 2E	Energize	ST2E-EN02012	U	02-012 U	DILEMMA	Space/Planet														Unless you have 2 Acquisition or choose to discard three cards from hand, your opponent chooses a [NA] personnel to be placed on top of his or her owner's deck.
Hiren, Romulan Praetor 2E	Second_Edition	ST2E-EN01359	U	01-359 U	PERSONNEL	ROMULAN		4	5	3						Romulan	Hiren			* Archaeology * Astrophysics OR Stellar Cartography * Diplomacy * Law * Treachery Praetor. When you play this personnel, you may download Prejudice and Politics.
History Repeats Itself 2E	Call_to_Arms	ST2E-EN03014	C	03-014 C	DILEMMA	Planet														Randomly select three personnel. If any of those personnel has Anthropology, all three are stopped.
Hoshi Sato, Uneasy Educator 2E	To_Boldly_Go	ST2E-EN08103	U	08-103 U	PERSONNEL	STARFLEET		6	6	5				[AU]	(STF)	Human	Hoshi Sato			* Anthropology * Biology * Exobiology * Geology * Medical * Computer Skill * Science " While facing a dilemma, this personnel loses Anthropology and Science.
Host Metaphasic Shielding Test 2E	Second_Edition	ST2E-EN01172	S	01-172 S	MISSION	Space,Any affiliation (except [Bor]) may attempt this mission.					35		3	(AQ)						Diplomacy, Engineer, Navigation, Science, and INTEGRITY>29
I.K.S. Lukara 2E	Second_Edition	ST2E-EN01400	U	01-400 U	SHIP	KLINGON	K'Vort	7	8	7					(STF)(STF)(STF)					Cloaking Device. " While your [Kli] personnel at this mission is in personnel battle, you may add this ship's Weapons to your total Strength. Tractor Beam
I.K.S. Maht-H'a 2E	Second_Edition	ST2E-EN01401	R	01-401 R	SHIP	KLINGON	Vor'cha	8	9	8					(CMD)(STF)(STF)(STF)					Cloaking Device. " While an opponent's Archaeology personnel is at this mission, that opponent must discard a card from hand to use that personnel's skills. Tractor Beam
I.K.S. Pagh 2E	Call_to_Arms	ST2E-EN03206	R	03-206 R	SHIP	KLINGON	K'Vort	7	8	7					(STF)(STF)(STF)					Cloaking Device. " While this ship is on Engage Cloak, each opponent's ship is RANGE -1. Tractor Beam
I.K.S. Qam-Chee 2E	Energize	ST2E-EN02174	R	02-174 R	SHIP	KLINGON	Vor'cha	8	9	9					(CMD)(STF)(STF)(STF)					Cloaking Device. " While this ship is at an opponent's mission, if this ship is staffed, each of your opponent's personnel and ships at this mission is attributes -1. Tractor Beam
Ikat'ika, Honorable Warrior 2E	Call_to_Arms	ST2E-EN03155	R	03-155 R	PERSONNEL	DOMINION		8	5	9				[KW]	(CMD)	Jem'Hadar	Ikat'ika			* Anthropology * Biology * Honor * Leadership * Officer While this personnel is attempting a mission, you may make him attributes +2. If you do this, he is killed at the end of this turn. You may do this only once each turn.
In the Way 2E	Necessary_Evil	ST2E-EN04017	C	04-017 C	DILEMMA	Planet														Randomly select a personnel. If that personnel has a skill listed in this mission's requirements (or any alternate requirements listed in game text you are using to attempt it), he or she is stopped.
Inside Collaborators 2E	Call_to_Arms	ST2E-EN03015	S	03-015 S	DILEMMA	Space/Planet														Unless you have a personnel who has 2 Diplomacy or a personnel who has 2 Treachery, your opponent chooses a Diplomacy or Treachery personnel to be stopped. If your opponent cannot, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Investigate Destruction 2E	Strange_New_Worlds	ST2E-EN07049	U	07-049 U	MISSION	Space,[FEDERATION][ROMULAN]					30	Neutral Zone	3	(AQ)						Astrophysics OR Stellar Cartography, Diplomacy, Officer, and Integrity>25 or Navigation, Security, Treachery, and Cunning>28
Investigate Maquis Activity 2E	Energize	ST2E-EN02100	U	02-100 U	MISSION	Planet,[BAJORAN][CARDASSIAN][FEDERATION]					30	Demilitarized Zone	2	(AQ)						Diplomacy, 2 Leadership, and Integrity>27   You cannot complete this mission if your [Maq] personnel is on this planet. When you complete this mission, if you have completed no other missions, score 5 points.
Investigate Stalled Ship 2E	To_Boldly_Go	ST2E-EN08057	U	08-057 U	MISSION	Space,[STARFLEET]					35		4	(AQ)						2 Astrophysics OR Stellar Cartography, 2 Science, and Cunning>34 or 2 Diplomacy, 2 Officer, and Integrity>32 " Any affiliation may attempt and complete this mission using these requirements: Biology, Officer, 2 Treachery, and Strength>36.
Invidium Leak 2E	Second_Edition	ST2E-EN01031	C	01-031 C	DILEMMA	Space														Unless you have Engineer and 2 Computer Skill or 2 Medical, all your personnel are stopped.
Ixtana'Rax, Honored Elder 2E	Reflections_2	ST2E-EN06047	P	06-047 P	PERSONNEL	DOMINION		6	6	8				[KW]	(CMD)	Jem'Hadar	Ixtana'Rax			* Anthropology * Astrophysics OR Stellar Cartography * Honor * Leadership * Navigation * Officer When this personnel uses one of his skills to solve a mission, he is Killed
Jack, Maladjusted Misfit 2E	Call_to_Arms	ST2E-EN03175	R	03-175 R	PERSONNEL	FEDERATION		4	8	6				[E]		Human	Jack			* Anthropology * Astrophysics OR Stellar Cartography * Physics * Computer Skill Genetically Enhanced. " Order - Stop this personnel to name a card type, then reveal a random card from an opponent's hand. If it is that type, place it on top of its owner's deck.
Jadzia Dax, Problem Solver 2E	Necessary_Evil	ST2E-EN04139	R	04-139 R	PERSONNEL	FEDERATION		6	7	6				[DS9]	(STF)	Trill	Jadzia Dax			* Astrophysics OR Stellar Cartography * Physics * Computer Skill * Science Host. When you are about to place an event in your discard pile, you may stop this personnel to place it on the bottom of your deck instead.
Jadzia Dax, Science Officer 2E	Second_Edition	ST2E-EN01266	R	01-266 R	PERSONNEL	FEDERATION		6	7	6				[DS9]	(STF)	Trill	Jadzia Dax			* Anthropology * Archaeology * Astrophysics OR Stellar Cartography * Exobiology * 2 Navigation * Science Host. While this personnel is facing a dilemma, she gains Geology and Physics.
Jadzia Dax, Sworn Ally 2E	Necessary_Evil	ST2E-EN04152	R	04-152 R	PERSONNEL	KLINGON		6	7	6					(STF)	Trill	Jadzia Dax			* Anthropology * Diplomacy * Physics * Science Host. While this personnel is present with an Honor Klingon, she is attributes +1 and gains Honor.
Jean Hejar, Nova Squadron Navigator 2E	To_Boldly_Go	ST2E-EN08073	C	08-073 C	PERSONNEL	FEDERATION		5	5	5				[E]	(STF)	Human	Jean Hejar			Cadet. While this personnel is facing a dilemma, she is attributes +1 and gains Astrophysics OR Stellar Cartography, Navigation, Physics, Security, and Transporter Skill.
Jean-Luc Picard, Galen 2E	Reflections_2	ST2E-EN06056	P	06-056 P	PERSONNEL	NON-ALIGNED		6	6	6					(CMD)	Human	Jean-Luc Picard	Fortune		* Anthropology * Archaeology * Leadership * Science Thief. While an artifact is in your discard pile, each of your Smuggler personnel and Thief personnel is attributes +1.
Jean-Luc Picard, Starship Captain 2E	Promo_Cards	ST2E-EN00011	P	P00-011 P	PERSONNEL	FEDERATION		8	6	6				[TNG]	(CMD)	Human	Jean-Luc Picard	U		* Diplomacy * Honor * Law * Leadership * Navigation * Officer " Commander: U.S.S. Enterprise-D. " Order - This personnel loses Diplomacy, Law, and Navigation and gains Anthropology, Archaeology, and Science until the end of this turn. You may do this only once each turn.
Jean-Luc Picard, Starship Captain* 2E	Promo_Cards	ST2E-EN00004	P	P00-004 P	PERSONNEL	FEDERATION		8	6	6				[TNG]	(CMD)	Human	Jean-Luc Picard	U		* Diplomacy * Honor * Law * Leadership * Navigation * Officer " Commander: U.S.S. Enterprise-D. " Order - This personnel loses Diplomacy, Law, and Navigation and gains Anthropology, Archaeology, and Science until the end of this turn. You may do this only once each turn.
Jeffrey Pierce, On The Edge 2E	To_Boldly_Go	ST2E-EN08104	C	08-104 C	PERSONNEL	STARFLEET		5	5	5				[AU]	(STF)	Human	Jeffrey Pierce			* Anthropology * Diplomacy * Computer Skill * Security " You may play this personnel at cost +1 to choose a [SFL] personnel present. That personnel cannot be stopped until the end of this turn.
Jem'Hadar Ambush 2E	Call_to_Arms	ST2E-EN03045	C	03-045 C	EVENT															Assault. Maneuver. Plays in your core (on table). " Order - Destroy this event to begin personnel battle or an ship battle involving your [Dom] personnel. If you win, score 10 points.
Jem'Hadar Strike Force 2E	Call_to_Arms	ST2E-EN03047	U	03-047 U	EVENT															Assault. Maneuver. Plays in your core (on table). " Order - Destroy this event to begin personnel battle or an ship battle involving your [Dom] personnel. If you win, score 10 points and randomly kill an opponent's personnel involved.
Jo'Bril, Patient Schemer 2E	Second_Edition	ST2E-EN01331	R	01-331 R	PERSONNEL	NON-ALIGNED		2	6	6					(CMD)	Takaran	Jo'Bril			* Astrophysics OR Stellar Cartography * Navigation * Physics * 2 Science * 2 Treachery Assassin. Thief. When this personnel is about to be killed by a dilemma, place him on top of his owner's deck instead.
Jonathan Archer, Headstrong Captain 2E	To_Boldly_Go	ST2E-EN08106	R	08-106 R	PERSONNEL	STARFLEET		6	6	6				(CMD)[AU]		Human	Jonathan Archer	Enterprise		* Diplomacy * Engineer * Honor * Leadership * Officer * Security " While this personnel is at your [Fed] mission requiring Diplomacy, you may attempt it.
Joseph Sisko, Creole Chef 2E	Energize	ST2E-EN02123	U	02-123 U	PERSONNEL	FEDERATION		7	5	3				[E]		Human	Joseph Sisko			* Anthropology * Biology * Honor Each of your [Fed] [DS9] personnel present is attributes +1.
Just Like Old Times 2E	Second_Edition	ST2E-EN01092	U	01-092 U	EVENT															Assault. Plays in your core (on table). " Order - Destroy this event to begin personnel battle involving your Bajoran Resistance personnel. If you win, score 15 points.
Justice or Vengeance 2E	Call_to_Arms	ST2E-EN03016	S	03-016 S	DILEMMA	Space/Planet														Unless you have Anthropology and 2 Security or Exobiology, Honor, and Integrity>32, randomly select a Treachery personnel to be killed.
Kahless, The Greatest Warrior of Them All 2E	Energize	ST2E-EN02137	U	02-137 U	PERSONNEL	KLINGON		10	5	8						Klingon	Kahless			* Anthropology * 2 Honor * 3 Leadership While this personnel is facing a dilemma, you may meet Integrity and Cunning requirements of that dilemma using Strength instead.
Kahlest, GhojmoH of Worf 2E	Second_Edition	ST2E-EN01300	S	01-300 S	PERSONNEL	KLINGON		7	5	3						Klingon	Kahlest			* Anthropology * Honor * Medical Each of your other Honor Klingons present is Cunning +1.
Kalandra, Battlefield Surgeon 2E	Second_Edition	ST2E-EN01270	U	01-270 U	PERSONNEL	FEDERATION		6	6	4				[E]		Human	Kalandra			* Biology * Honor * Leadership * Medical While your other Medical personnel at this mission is facing a dilemma, he or she is attributes +2.
Kamala, The Perfect Mate 2E	Second_Edition	ST2E-EN01332	R	01-332 R	PERSONNEL	NON-ALIGNED		6	6	4						Kriosian	Kamala			* 2 Anthropology * Archaeology * Diplomacy * Empathy " Order - This personnel gains one skill from another personnel present. She keeps this skill until the start of your next turn. You may do this only once each turn.
Karen Farris, Rigorous Leader 2E	Necessary_Evil	ST2E-EN04142	C	04-142 C	PERSONNEL	FEDERATION		5	5	5				[E]	(CMD)	Human	Karen Farris			Cadet. While this personnel is facing a dilemma, she is attributes +1 and gains Astrophysics OR Stellar Cartography, Engineer, Leadership, Officer, and Security.
Kargan, Rash Captain 2E	Energize	ST2E-EN02139	R	02-139 R	PERSONNEL	KLINGON		5	4	7					(CMD)	Klingon	Kargan	I		* Leadership * Officer * Computer Skill Commander: I.K.S. Pagh. When you play this personnel, you may download a Maneuver card.
Karina, Intelligence Analyst 2E	Call_to_Arms	ST2E-EN03194	U	03-194 U	PERSONNEL	ROMULAN		3	6	5					(CMD)	Romulan	Karina		Continuing Committee	* Tal Shiar * Physics * Science * Transporter Skill * Treachery When your Romulan present is stopped by a dilemma, you may discard a card from hand to have this personnel gain Diplomacy and Security until the end of this mission attempt.
Kathryn Janeway, Clever Captain* 2E	Promo_Cards	ST2E-EN0AP06	AP	AP00-006 AP	PERSONNEL	FEDERATION		6	6	5				[Voy](DQ)	(CMD)	Human	Kathryn Janeway			* Diplomacy * Engineer * 2 Leadership * Science
Keevan, Conniving Liar 2E	Call_to_Arms	ST2E-EN03157	U	03-157 U	PERSONNEL	DOMINION		2	6	3					(CMD)	Vorta	Keevan			* Anthropology * Diplomacy * Exobiology * Geology * 2 Treachery When you play a Jem'Hadar at this mission, you may choose to have each player draw a card.
Kelby, Arrogant Engineer 2E	To_Boldly_Go	ST2E-EN08107	U	08-107 U	PERSONNEL	STARFLEET		5	6	5				[AU]	(STF)	Human	Kelby			* Engineer * Transporter Skill * Computer Skill " Order - If this personnel is aboard your ship, discard the top card of your deck to remove a Damage card from that ship. You may only do this once per turn.
Kelly, Relief Tactical Officer 2E	Energize	ST2E-EN02126	C	02-126 C	PERSONNEL	FEDERATION		5	7	7				[TNG]	(STF)	Human	Kelly			* Engineer * Physics * Security Genetically Enhanced.
Khazara 2E	Energize	ST2E-EN02178	R	02-178 R	SHIP	ROMULAN	D'deridex	7	9	9					(CMD)(STF)(STF)(STF)					Cloaking Device. " Order - If this ship is on your Engage Cloak, examine an opponent's hand and choose one of those cards. That opponent exchanges that card with the top card of his or her deck. You may do this only once each turn. Tractor Beam
Kilana, Dissembling Envoy 2E	Call_to_Arms	ST2E-EN03158	S	03-158 S	PERSONNEL	DOMINION		4	5	5					(CMD)	Vorta	Kilana			* Archaeology * Diplomacy * Medical * Transporter Skill * Treachery " Order - Examine a number of cards from the top of your deck equal to the number of your Changelings present. Replace those cards in any order. You may do this only once each turn.
Kira Meru, Comfort Woman 2E	Necessary_Evil	ST2E-EN04103	R	04-103 R	PERSONNEL	BAJORAN		5	5	5				[AU]		Bajoran	Kira Meru			* Anthropology * Exobiology * Geology While this personnel is attempting a mission, you may lose 5 points to make her gain a skill on a [Baj] personnel in your discard pile until the end of that mission attempt.
Kira Nerys, Colonel Kira 2E	Second_Edition	ST2E-EN01216	R	01-216 R	PERSONNEL	BAJORAN		6	6	6				[DS9]	(CMD)	Bajoran	Kira Nerys			* Diplomacy * Honor * Leadership * Officer * Computer Skill * Security While this personnel is present with your [Fed] personnel, each of your other [Baj] personnel present is attributes +1.
Kira Nerys, Impassioned Major 2E	Energize	ST2E-EN02106	R	02-106 R	PERSONNEL	BAJORAN		6	6	6				[DS9]	(CMD)	Bajoran	Kira Nerys			* Honor * Leadership * Officer * Security Bajoran Resistance. When this personnel uses a skill to complete a mission, you may take one of your personnel from an opponent's brig or from your discard pile into hand.
Kira Nerys, Reformed Collaborator 2E	Call_to_Arms	ST2E-EN03112	R	03-112 R	PERSONNEL	BAJORAN		4	6	6				[TN]	(CMD)	Bajoran	Kira Nerys			* Officer * Security * Treachery Dissident. When you play this personnel, discard a card from hand. While a Cardassian or Vedek is in your discard pile, this personnel is attributes +1, loses Treachery, and gains Honor and Physics.
Kira Nerys, Starfleet Emissary 2E	Reflections_2	ST2E-EN06050	P	06-050 P	PERSONNEL	FEDERATION		6	6	6				[DS9]	(CMD)	Bajoran	Kira Nerys			* Leadership * Officer * Security You may play this personnel at Bajor or Cardassia Prime. While this personnel is facing a dilemma, you may discard an event from hand to make a non-Bajoran present attributes +2 until the end of that dilemma.
Kira Taban, Husband and Father 2E	Fractured_Time	ST2E-EN05023	P	05-023 P	PERSONNEL	BAJORAN		6	5	5				[AU]	(STF)	Bajoran	Kira Taban			* Biology * Honor * Medical * Physics Bajoran Resistance. When you play this personnel, if you have a lower score than each of your opponents, score 5 points.
Kitara 2E	Energize	ST2E-EN02169	R	02-169 R	SHIP	BAJORAN	Perikian	6	7	6				[DS9]	(CMD)(STF)					When an opponent beams to or from this mission, if it is a planet mission and this ship is staffed, you may take a card from your discard pile into hand. Tractor Beam
Kitrik, ''The Tyrant Molor'' 2E	Second_Edition	ST2E-EN01303	S	01-303 S	PERSONNEL	KLINGON		6	5	6					(STF)	Klingon	Kitrik			* Exobiology * Medical * Computer Skill * Science When you play this personnel, if you command (have in play) a mission requiring Science, you may draw a card.
K'nera, Klingon Defense Force Commander 2E	Second_Edition	ST2E-EN01299	S	01-299 S	PERSONNEL	KLINGON		6	4	7					(CMD)	Klingon	K'nera			* Honor * Law * Officer * Security * Transporter Skill
Kolaran Raiders 2E	Second_Edition	ST2E-EN01033	S	01-033 S	DILEMMA	Planet														Choose a personnel who has Leadership or Security to be stopped. If you cannot, randomly select a personnel to be killed.
Koloth, D'akturak 2E	Second_Edition	ST2E-EN01304	R	01-304 R	PERSONNEL	KLINGON		7	6	7					(CMD)	Klingon	Koloth			* 2 Diplomacy * Exobiology * Honor When you play this personnel, if you command (have in play) Kang or Kor, you may download an Assault card.
Koral, Dour Smuggler 2E	Energize	ST2E-EN02143	C	02-143 C	PERSONNEL	KLINGON		4	4	7					(STF)	Klingon	Koral			* Archaeology * Astrophysics OR Stellar Cartography * Navigation * Treachery Smuggler. When you play this personnel, he is attributes +2 until the end of this turn.
Koroth, High Cleric of Boreth 2E	Second_Edition	ST2E-EN01306	U	01-306 U	PERSONNEL	KLINGON		5	7	6						Klingon	Koroth			* Anthropology * Archaeology * Biology * Leadership * Science When you play this personnel, you may download Kahless.
