Name	Set	ImageFile	Rarity	Release	Info	Type	Affil	Class	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Span	Icons	Staff	Species	Persona	Command	Reports	Text
Worf *SoG	main	SoG_38	V	SoG	38 V	PERSONNEL	Federation	SECURITY	8	7	10				[Ent-E]		Klingon				SECURITY * Honor * Leadership * Law * Anthropology * Diplomacy
% Grish	main	SoG_39	V	SoG	39 V	PERSONNEL	Ferengi	MEDICAL	4	6	6				[Stf][AU][22]		Ferengi				MEDICAL * Exobiology * Transporter Skill
Krem	main	SoG_40	V	SoG	40 V	PERSONNEL	Ferengi	SCIENCE	7	6	6				[22][AU][Stf]		Ferengi		Quetsivoo		SCIENCE * Honor * Astrophysics * Geology * FCA * Navigation \DL/ {Commandeer Ship}
Muk	main	SoG_41	V	SoG	41 V	PERSONNEL	Ferengi	SECURITY	4	5	7				[Stf][AU][22]		Ferengi				SECURITY * Archaeology * Physics * Treachery \DL/ Any [Fer][22] personnel OR any [22] equipment
Ulis	main	SoG_42	V	SoG	42 V	PERSONNEL	Ferengi	ENGINEER	4	7	6				[22][AU][Cmd]		Ferengi		Quetsivoo		ENGINEER * Acquisition * Leadership * Computer Skill * Treachery * Biology \DL/ {Secondary Market}
Rielat	main_voy	SoG_43	V	SoG	43 V	PERSONNEL	Kazon	MEDICAL	6	6	5				[DQ][Stf]		Kazon				MEDICAL * Anthropology * Navigation * Acquisition * Music \DL/ {Thermal Deflectors}
Martrex	main	SoG_44	V	SoG	44 V	PERSONNEL	Klingon	OFFICER	6	6	7				[Cmd][AU][22]		Klingon		I.K.S. Nguq'Yab		OFFICER * Leadership * Music * Biology * Stellar Cartography
Neras	main	SoG_45	V	SoG	45 V	PERSONNEL	Non-Aligned	CIVILIAN	6	5	5				[22][AU]		Orion				CIVILIAN * Anthropology * Once per game, when reported, draw two cards.
Rishon	main	SoG_46	V	SoG	46 V	PERSONNEL	Non-Aligned	CIVILIAN	7	5	2				[AU]						CIVILIAN * Biology * Geology * Music * Honor * Twice per game, may download {Rishon Uxbridge}.
The Bellboy	main	SoG_47	V	SoG	47 V	PERSONNEL	Non-Aligned	CIVILIAN	7	6	6				[AU]		Human				CIVILIAN * Doubles points of {Royale Casino} dilemmas where present. * Greed * Honor
The Foragers	main	SoG_48	V	SoG	48 V	PERSONNEL	Non-Aligned	MEDICAL+MEDICAL	2+2	7+7	5+5				[AU]		Aliens				MEDICAL+MEDICAL Doctor: * Treachery * Greed \DL/ {Ophidian Cane} Nurse: * Biology * Exobiology \DL/ {Devidian Foragers}
Vina	main	SoG_49	V	SoG	49 V	PERSONNEL	Non-Aligned	CIVILIAN	7	5	3				[AU]/OS\		Orion				"CIVILIAN * Honor * Start of each turn, select a skill; loses skill at end of turn."
Senator Vrax	main	SoG_50	V	SoG	50 V	PERSONNEL	Romulan	V.I.P.	2	8	5				[22][AU]		Romulan			Drone Control Room	V.I.P. * Treachery * SCIENCE * Law * Diplomacy * Astrophysics
Phlox *SoG *SF	main	SoG_51	V	SoG	51 V	PERSONNEL	Starfleet/Klingon	MEICAL	8	8	6				[Stf][AU][22]		Denobulan				MEDICAL * Exobiology * MEDICAL * SCIENCE * Honor * Biology
Phlox *SoG *KLI	main	SoG_51alt	VP	SoG	51 VP	PERSONNEL	Klingon/Starfleet	MEDICAL	8	8	6				[22][AU][Stf]		Denobulan	Phlox			MEDICAL * Exobiology *MEDICAL * SCIENCE * Honor * Biology
Morulla	main_voy	SoG_52	V	SoG	52 V	PERSONNEL	Vidiian	SECURITY	5	7	6				[DQ]		Vidiian				SECURITY * Smuggling * Computer Skill \DL/ {Jaglom Shrek - Information Broker}
Quetsivoo	main	SoG_53	V	SoG	53 V	SHIP	Ferengi	Guzah'far	5	4	5				[AU][22]	[Stf]					Attributes all +1 for each thief aboard (limit 4). \DL/ {Ferengi Gas Trap}
Schoolroom	main	SoG_54	V	SoG	54 V	SITE															Youth personnel, professors, and teachers may report here. Once each turn, if player who controls station has a professor or teacher here, that player may place a personnel from hand with Archaeology, Anthropology, Astrophysics, Biology, Exobiology, Geology, Physics, or Stellar Cartography on the bottom of their discard pile to give each of his or her Youth personnel in play that skill until end of turn.{Deep Space 9}: Promenade
Cardassian Processing	main	HMF2_1	V	HMF2	1 V	DILEMMA															 Unless Diplomacy, Honor, Transporter Skill, and CUNNING>30 OR Law, SECURITY, and STRENGTH>40, one personnel is captured (random selection).
Dangerous Climb	main	HMF2_2	V	HMF2	2 V	DILEMMA															 Unless STRENGTH>40 OR 2 Geology and CUNNING>20 present, kills one Away Team member (random selection).
Dedication to Duty	main	HMF2_3	V	HMF2	3 V	DILEMMA															 One unique personnel is |stopped| (random selection). Choose one: kill that personnel OR opponent may draw cards equal to the number of [*] on that personnel. Mission continues.
Dignitaries and Witnesses	main	HMF2_4	V	HMF2	4 V	DILEMMA															 To get past requires INTEGRITY>20 and an Admiral OR STRENGTH>30 and a General OR CUNNING>30 and 3 Leadership OR STRENGTH>20 and a Maje.
Forsaken	main	HMF2_5	V	HMF2	5 V	DILEMMA															 To get past requires 2 Honor OR 2 Treachery. Each Honor or Treachery personnel that helps overcome this dilemma is placed on the bottom of owner's draw deck.
Founder Secret *HMF2	main	HMF2_6	V	HMF2	6 V	DILEMMA															 To get past requires a changeling OR {Interphase Generator} OR {Croden's Key} OR CUNNING>40 and {any tricorder} OR STRENGTH>70 OR 4 [Def] drones OR {Breen CRM114}.
Fractured Time	main	HMF2_7	V	HMF2	7 V	DILEMMA															 Nine personnel (random selection) continue. Place out-of-play all other personnel in this crew or Away Team.
Gomtuu Shock Wave	main	HMF2_8	V	HMF2	8 V	DILEMMA															 Unless 2 Diplomacy and INTEGRITY>32 OR Empathy and INTEGRITY>35 present, all undocked ships at this location are damaged and relocated one location toward far end of spaceline.
Linguistic Legerdemain *HMF2	main	HMF2_9	V	HMF2	9 V	DILEMMA									[X]						" Unless Anthropology and Exobiology present, X=1+number of affiliation icons on this mission with no matching personnel present; place on mission; it cannot be attempted."
Temporal Micro-Wormhole *HMF2	main	HMF2_10	V	HMF2	10 V	DOORWAY															" Seeds or plays on table. Your [AU] Personnel and Equipment cards may report for duty. Once per game, you may download {Space-Time Portal} (or nullify its report with crew) OR download {Dr. Telek R'Mor}. Once each turn (twice per game), you may report a personnel aboard your ship regardless of affiliation, then discard doorway; for rest of game, that personnel may mix with your other affiliations."
Ablative Armor *HMF2	main	HMF2_11	V	HMF2	11 V	EQUIPMENT									[AU]						 While aboard your ship or facility, opponent's ATTACK total must be more than double that ship or facility's DEFENSE total to score a hit, and more than triple to score a direct hit.
Borg Nanoprobes *HMF2	main	HMF2_12	V	HMF2	12 V	EQUIPMENT															 Once per turn, where present, may abduct and assimilate one personnel just stunned by your [Def] drone OR nullify a Species 8472-related dilemma (except {Gravimetric Distortion}).
Gold-pressed Latinum *HMF2	main	HMF2_13	V	HMF2	13 V	EQUIPMENT															 Once each turn, on {a Trading Post}, homeworld or {Quark's Bar}, you may discard two Latinum (one if your Acquisition present) to download a non-Latinum equipment card there.
Assassination Plot	main	HMF2_14	V	HMF2	14 V	EVENT															 Name a skill. Kill an opposing personnel (random selection) with that skill present with your assassin. Return your assassin to owner's hand. Discard event.
HQ: War Room *HMF2	main	HMF2_15	V	HMF2	15 V	EVENT															 Plays on a homeworld. Your OFFICER, SECURITY, Leadership and Resistance personnel of same affiliation as that homeworld are CUNNING +2 and STRENGTH +2.
Isomagnetic Disintegrator *HMF2	main	HMF2_16	V	HMF2	16 V	EVENT															 Plays on table. Shuffle your hand into your discard pile, then exchange your discard pile for your draw deck. Draw four cards (may not be converted to downloads). Discard event.
Masaka Transformations *HMF2	main	HMF2_17	V	HMF2	17 V	EVENT															 Plays on any player. That player must shuffle entire hand, place on bottom of draw deck, then draw the same number of cards from the top. Discard event after use.
Space Boomer	main	HMF2_18	V	HMF2	18 V	EVENT															 Plays on your personnel with Navigation x2 or Stellar Cartography x2. While aboard a matching ship, if you have completed a [S] mission, that ship is RANGE +3.
Transwarp Hub *HMF2	main	HMF2_19	V	HMF2	19 V	FACILITY	BORG	HEADQUARTERS			68				[DQ]						 Seeds or plays at any nebula. Once each turn, your ship may move from here to any {Transwarp Network Gateway}, or vice versa.
Bribery *HMF2	main	HMF2_20	V	HMF2	20 V	INCIDENT									[HA]						 Seeds or plays on table. Once each turn, your Smuggling or Greed personnel may discard one of your {Gold-Pressed Latinum} present to add [FER] to your mission there (except {Ferenginar}) until end of your next turn OR to prevent one entire point loss of up to 9 points just incurred there (discard incident) OR to release (and relocate to that personnel) one of your personnel held captive there.
Dig	main	HMF2_21	V	HMF2	21 V	INCIDENT															 Plays on your non-[Borg] Archaeology personnel to place any one card in your discard pile beneath your draw deck, then draw a card (or two cards if {Jean-Luc Picard} or an Archaeology x2 personnel present) OR discard the top card of your deck to place any other card from your discard pile atop draw deck OR discard a card from hand to take any one card from your discard pile into hand. After any use, discard incident.
Diplomatic Contact	main	HMF2_22	V	HMF2	22 V	INCIDENT															 Plays on your non-[Borg] personnel with Diplomacy and Treachery. Once each turn, you may discard a non-personnel card from hand to place a personnel from your discard pile on top of your deck. If that personnel is the same affiliation as this personnel, discard incident.
Service the Collective *HMF2	main	HMF2_23	V	HMF2	23 V	INCIDENT									[HA][BO]						 Seeds or plays on table. Whenever your current objective targets either a homeworld OR your mission that has an affiliation icon matching your counterpart there, your Borg are not restricted from probing on same turn they complete scouting. Also, while a personnel you've assimilated as a counterpart is on your ship, that ship is WEAPONS and SHIELDS +4 against counterpart's former affiliation(s).
Cold Warriors	main	HMF2_24	V	HMF2	24 V	INTERRUPT															 Plays when facing a dilemma. Your personnel with Treachery x2 gain Diplomacy and Law until end of turn. OR Nullifies {Ankari |Spirits|}.
Shape-shift *HMF2	main	HMF2_25	V	HMF2	25 V	INTERRUPT															 Allows your Founder in play to morph into a different Founder (exchange it with one in hand OR discard it to download one there). (Immune to {Amanda Rogers}.)
Tactical Scan	main	HMF2_26	V	HMF2	26 V	INTERRUPT															 Glance at the top three cards of any Battle Bridge side deck for twenty seconds. OR Play one at start of battle to name a tactic. No player may play that tactic this battle.
Council of Warriors *HMF2	main	HMF2_27	V	HMF2	27 V	OBJECTIVE															" Plays on your [KLI] mission showing less than 30 points (or on {Qo'noS}), if unattempted. Nullified if you play (or have played) {Scan}, {Full Planet Scan}, or a non-Klingon personnel. If you solve by end of your next turn, place objective in point area; place here all ships your ships destroy in battle and all personnel your Klingons kill in personnel battle to score points equal to WEAPONS or STRENGTH printed on card."
Ranjen Koral	main	HMF2_28	V	HMF2	28 V	PERSONNEL	Bajoran		6	6	4						Bajoran			Chamber of Ministers	SCIENCE Anthropology Archaeology Computer Skill {Dig}
Teero Anaydis *HMF2	main	HMF2_29	V	HMF2	29 V	PERSONNEL	Bajoran		3	9	7				[Maq][Cmd]		Bajoran	Teero Anaydis		Chamber of Ministers	CIVILIAN Treachery Exobiology MEDICAL Anthropology Computer Skill Former Vedek exiled from the Vedek Assembly. Member of the Maquis. Abused his medical knowledge to experiment with mind control.
Winn Adami *HMF2	main	HMF2_30	V	HMF2	30 V	PERSONNEL	Bajoran		3	8	2				[Cmd]		Bajoran	Vedek Winn		Chamber of Ministers	V.I.P. Diplomacy Leadership Law Treachery {Diplomatic Contact}
Four of Nine *HMF2	main	HMF2_31	V	HMF2	31 V	PERSONNEL	Borg		7	5	5				[DQ][Com]		Borg/Humanoid, Drone	Four of Nine		Unicomplex	 Computer Skill Honor MEDICAL Once each turn, may place one drone present beneath draw deck, then download another.
Evek *HMF2	main	HMF2_32	V	HMF2	32 V	PERSONNEL	Cardassian		6	6	7				[Cmd]		Cardassian	Evek		Central Command	OFFICER SECURITY Diplomacy Leadership If you hold a captive, gains Biology and Law.
Ocett *HMF2	main	HMF2_33	V	HMF2	33 V	PERSONNEL	Cardassian		4	7	6				[Cmd]		Cardassian	Ocett		Central Command	OFFICER SCIENCE Archaeology Exobiology Navigation Treachery Dig
Toran *HMF2	main	HMF2_34	V	HMF2	34 V	PERSONNEL	Cardassian		3	6	7				[Cmd]		Cardassian	Toran		Central Command	OFFICER Treachery Astrophysics Diplomacy Physics {Assassination Plot}
Founder Agitator	main	HMF2_35	V	HMF2	35 V	PERSONNEL	Dominion		2	8	8				[GQ]<Fed>[Stf]		Changeling			Great Link	SECURITY Treachery Physics {Assassination Plot}
Founder Leader *HMF2	main	HMF2_36	V	HMF2	36 V	PERSONNEL	Dominion		3	9	8				[Cmd][GQ]		Changeling	Founder Leader		Great Link	V.I.P. Treachery Leadership Exobiology SCIENCE Law {Shape-Shift}
Odo *HMF2	main	HMF2_37	V	HMF2	37 V	PERSONNEL	Dominion		8	7	9				[GQ][Cmd]		Changeling			Great Link	SECURITY SECURITY Leadership Honor Law Computer Skill Anthropology Exobiology
Admiral Janeway *HMF2	main	HMF2_38	V	HMF2	38 V	PERSONNEL	Federation		7	9	3				[AU][Cmd]		Human	Admiral Janeway		Office of the President	V.I.P. SCIENCE ENGINEER Leadership Computer Skill Physics {Ablative Armor}
Ambassador Sarek *HMF2	main	HMF2_39	V	HMF2	39 V	PERSONNEL	Federation		9	10	7				[AU][Films]		Vulcan	Ambassador Sarek		Office of the President	V.I.P. Diplomacy Mindmeld Law Any Federation Treaty
Andrea Brand	main	HMF2_40	V	HMF2	40 V	PERSONNEL	Federation		6	7	3				[Cmd]		Human	Andrea Brand		Office of the President	V.I.P. Leadership Navigation Law Transporter Skill
Brunt *HMF2	main	HMF2_41	V	HMF2	41 V	PERSONNEL	Ferengi		2	8	5				[Stf]		Ferengi	Brunt		Tower of Commerce	V.I.P. FCA Treachery Navigation Law Greed Computer Skill {Writ of Accountability}
Grand Nagus Gint *HMF2	main	HMF2_42	V	HMF2	42 V	PERSONNEL	Ferengi		4	9	1				[AU][Cmd]		Ferengi	Grand Nagus Gint		Tower of Commerce	V.I.P. Greed Acquisition Law Archaeology {Bribery} Any [Rule] card
Chancellor Gowron *HMF2	main	HMF2_43	V	HMF2	43 V	PERSONNEL	Klingon		6	8	9				[Cmd]		Klingon	Gowron		The Great Hall	V.I.P. Leadership Anthropology Law {HQ: War Room} {Council of Warriors}
Chang	main	HMF2_44	V	HMF2	44 V	PERSONNEL	Klingon		2	7	7				[TMP][AU][Cmd]		Klingon	General Chang		The Great Hall	OFFICER SECURITY Leadership Treachery Law {Cold Warriors}
Nu'Daq *HMF2	main	HMF2_45	V	HMF2	45 V	PERSONNEL	Klingon		4	6	8				[Cmd]		Klingon	Nu'Daq		The Great Hall	OFFICER Archaeology Exobiology Leadership Navigation Treachery {Dig}
Alidar Jarok *HMF2	main	HMF2_46	V	HMF2	46 V	PERSONNEL	Romulan		4	7	6				[Cmd]		Romulan	Alidar Jarok		Office of the Proconsul	OFFICER SECURITY Leadership Navigation {Tactical Scan} OR {Life-form Scan}
Karina *HMF2	main	HMF2_47	V	HMF2	47 V	PERSONNEL	Romulan		3	6	5				[Stf]		Romulan	Karina		Continuing Committtee	SCIENCE Tal Shiar Physics Treachery Transporter Skill
Ruwon *HMF2	main	HMF2_48	V	HMF2	48 V	PERSONNEL	Romulan		3	6	6				[Cmd]		Romulan	Ruwon		Continuing Committtee	SECURITY Exobiology Tal Shiar Leadership Treachery Diplomacy
Selveth *HMF2	main	HMF2_49	V	HMF2	49 V	PERSONNEL	Romulan		4	6	5				[Stf]		Romulan	Selveth		Continuing Committtee	ENGINEER Navigation Geology Tal Shiar Treachery Astrophysics
Senator Letant *HMF2	main	HMF2_50	V	HMF2	50 V	PERSONNEL	Romulan		5	8	6				[Cmd]		Romulan	Senator Letant		Office of the Proconsul	V.I.P. SECURITY Stellar Cartography Computer Skill {Attack Pattern Delta}
Tal'Aura	main	HMF2_51	V	HMF2	51 V	PERSONNEL	Romulan		1	7	4						Romulan	Tal'Aura		Office of the Proconsul	V.I.P. Diplomacy Biology Computer Skill Treachery Geology {Assassination Plot}
Burrows	main	HMF2_52	V	HMF2	52 V	PERSONNEL	Starfleet		6	5	6				[AU][Stf][22]		Human	Burrows		Seat of Starfleet	OFFICER Computer Skill Astrophysics Transporter Skill May volunteer for random selections (if applicable).
Charles Tucker III *HMF2	main	HMF2_53	V	HMF2	53 V	PERSONNEL	Starfleet		7	7	7				[AU][Cmd][22]		Human	Charles Tucker III		Seat of Starfleet	OFFICER ENGINEER Honor Computer Skill Diplomacy Transporter Skill {Any Tricorder}
Travis Mayweather *HMF2	main	HMF2_54	V	HMF2	54 V	PERSONNEL	Starfleet		6	7	6				[Stf][AU][22]		Human	Travis Mayweather		Seat of Starfleet	OFFICER Navigation Astrophysics Geology Transporter Skill {Space Boomer} 
Jean-Luc	main	RiF_15V	V	RiF	15 V	Personnel	Federation	OFFICER	7	8	7+X				[Nav][Com][Ent-E][Def]		Human/Borg	Jean-Luc Picard			OFFICER Leadership SECURITY Archaeology X=4 vs. [Bor]. {Prepare Assault Teams} (if with another [Ent-E]).  
Contingency Plan	main	RiF_2V	V	RiF	2 V	Dilemma	Space								[BO]						" Place on ship; cannot be attacked by [Bor] or returned to hand. Opponent may download {A Change of Plans}. {Assimilate Starship} targeting this ship is worth 35 points.  "
Back to Basics	main	RiF_1V	V	RiF	1 V	Dilemma	Planet														 Your opponent shuffles each personnel and ship in their discard pile into draw deck. If fourteen or more cards were shuffled in, Away Team stopped. Discard dilemma. 
Crowded Bar	main	RiF_3V	V	RiF	3 V	Dilemma	Planet														 Each player draws a card. Stop one personnel for each card in hand (your choice if you have fewer than six cards in hand, opponent's choice otherwise). Discard dilemma. 
Definitely Not Swedish	main	RiF_4V	V	RiF	4 V	Dilemma	Space														 Opponent may download and seed here up to two of the following: {Don't Call Me Ahab}, {My First Raygun}, or {Strict Dress Code}. Discard dilemma. 
Mission Briefing PADD	main	RiF_5V	V	RiF	5 V	Equipment															 Your [Ent-E] personnel present who have OFFICER classification all add Anthropology OR Biology. (May re-select once each turn.) 
A Willing Companion	main	RiF_6V	V	RiF	6 V	Event									[BO]						 Plays on table. You may have an additional counterpart in play. If this event leaves play, discard counterparts down to allowed number. (Cumulative.) 
Adapt: Allocate Resources	main	RiF_7V	V	RiF	7 V	Event									[BO]						 Plays on table. In place of your normal card play, you may discard this event to download any [BO] Event or Interrupt card. 
Optimize Drones	main	RiF_8V	V	RiF	8 V	Event									[BO]						 Plays on any mission. While your sphere is here, your [Com] and [Def] personnel here are attributes all +1. Discard when your objective targeting this mission completed. (Unique.) 
Launch the Phoenix	main	RiF_9V	V	RiF	9 V	Objective															 Seeds or plays on table. You may seed {Montana Missile Complex}. <i>{Phoenix}</i> may not be played (but may be acquired). Once each turn, your card native to 2063 Earth may report there for free. If your <i>Phoenix</i> takes off with [Ent-E] (or {any Lily Sloane}) aboard, <i>Launch Successful:</i> Place objective on <i>Phoenix</i>, draw 3 cards. Your Alpha Quadrant [FED] missions are worth +5 points while <i>Phoenix</i> in orbit. 
Protect Historic Encounter	main	RiF_10V	V	RiF	10 V	Objective															" Seeds on {Earth}; you may download {Launch the Phoenix}. Your [Ent-E] personnel may attempt Earth using these requirements:     <b>Anthropology + Archaeology + CUNNING>30</b> When solved, mission worth 30 points (instead of printed value) and you may download a personnel native to {2063 Earth}. "
% Twelve of Ninety-Six	main	RiF_13V	V	RiF	13 V	Personnel	Borg		5	7	5				[DQ][Nav]		Humanoid/Borg, Drone				 Physics Anthropology SCIENCE Navigation May download {Temporal Vortex} in place of a card draw.  
% Jae	main	RiF_14V	V	RiF	14 V	Personnel	Federation	SCIENCE	6	7	5				[Ent-E]		Human, Support Personnel				SCIENCE Navigation Stellar Cartography  
% Suzanne Dumont	main	RiF_16V	V	RiF	16 V	Personnel	Federation	ENGINEER	7	7	6				[FC][Cmd]		Human				ENGINEER Astrophysics Transporter Skill Honor  
% U.S.S. Akira	main	RiF_18V	V	RiF	18 V	Ship	Federation	Akira Class	8	7	8					[Stf][Cmd]					 Attributes all +2 if [Ent-E] aboard. Holodeck, Tractor Beam 
Data of Borg	main	RiF_11V	V	RiF	11 V	Personnel	Borg		7	12	12				[Nav][Com][Def]		Android/Borg	Data			 OFFICER Astrophysics Computer Skill ENGINEER Exobiology {Resistance is Futile} At the start of each of your turns, you may return this personnel to your hand. If you do not, remove this personnel from the game. 
% Six of Ninety-Six	main	RiF_12V	V	RiF	12 V	Personnel	Borg		5	5	7				[Def][DQ]		Human/Borg, Drone				 Exobiology SECURITY Transporter Skill Navigation When you play this personnel, you may shuffle any deck then peek at the top two cards.  
Queen's Borg Sphere *RiF	main	RiF_17V	V	RiF	17 V	Ship	Borg	Borg Sphere	6	7	6	20			[DQ]	[Nav]OR {Borg Queen}			Borg Queen		 May be reported aboard, carried aboard and launched from any of your Borg cubes. DL/ {Optimize Drones} 
